total_time,total_cpu_usage,total_memory_usage,max_ram_usage,swaps,brand_raw,vendor_id_raw,arch,count,l2_cache_size,l3_cache_size,hz_actual_friendly,hz_advertised_friendly,l2_cache_line_size,l2_cache_associativity,total_ram_gb,benchmark
1.51,679%,0,664124,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.56,667%,0,663076,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.53,679%,0,664056,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.57,666%,0,662740,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.55,681%,0,664256,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.53,676%,0,662544,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.56,676%,0,663044,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.58,667%,0,664292,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.57,671%,0,662700,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.54,680%,0,663044,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.55,676%,0,664312,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.61,664%,0,663108,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.54,680%,0,664152,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.58,665%,0,662728,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.55,676%,0,664088,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.59,667%,0,662692,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.51,677%,0,662552,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.54,666%,0,662764,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.54,666%,0,664048,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.53,669%,0,662728,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.50,681%,0,663328,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.54,669%,0,664256,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.54,666%,0,662988,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.54,666%,0,664240,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.51,677%,0,664160,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.54,667%,0,663996,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.51,676%,0,662864,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.51,678%,0,664208,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.52,675%,0,662376,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.51,676%,0,662756,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.51,677%,0,664208,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.55,663%,0,664124,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.54,665%,0,662832,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.55,666%,0,662852,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.54,670%,0,664028,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.54,671%,0,662568,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.56,666%,0,662700,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.54,680%,0,662820,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.56,669%,0,662408,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.56,662%,0,662660,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.55,666%,0,664180,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.53,674%,0,662532,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.54,672%,0,662828,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.54,667%,0,663096,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.55,670%,0,664176,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.54,670%,0,662360,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.55,671%,0,663988,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.52,673%,0,663044,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.55,668%,0,663984,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.54,671%,0,662564,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.54,670%,0,664424,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.56,665%,0,664156,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.51,682%,0,664088,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.54,670%,0,662492,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.53,668%,0,664368,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
0.01,100%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,88%,0,9472,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,93%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9472,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,93%,0,9472,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,93%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,93%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9472,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,93%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,93%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,93%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,93%,0,9472,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,93%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,88%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,93%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,93%,0,9472,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,93%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,93%,0,9472,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,93%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,93%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9472,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9472,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,93%,0,9472,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,87%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,93%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9472,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,87%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9472,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,93%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,87%,0,9472,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,93%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9472,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,93%,0,9216,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9472,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9472,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,93%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,93%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,87%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
0.01,100%,0,9344,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,sql_join
